,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CabinDeck_A,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,CabinSide_P,CabinSide_S,PassengerGroup_col_0,PassengerGroup_col_1,PassengerGroup_col_2,PassengerGroup_col_3,PassengerGroup_col_4,LastName_col_0,LastName_col_1,LastName_col_2,LastName_col_3,LastName_col_4
18,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
20,0,14.0,0,412.0,0.0,1.0,0.0,679.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
21,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22,1,49.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
24,0,10.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
25,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
26,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
27,0,21.0,0,980.0,2.0,69.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
28,1,62.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29,0,15.0,0,0.0,225.0,0.0,998.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
30,0,34.0,0,22.0,6073.0,0.0,1438.0,328.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
31,0,43.0,0,1125.0,0.0,136.0,48.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
32,0,32.0,0,0.0,850.0,81.0,437.0,453.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
33,0,47.0,0,214.0,0.0,1411.0,0.0,1229.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
34,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
35,0,20.0,0,1581.0,0.0,1750.0,990.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
37,0,23.0,0,784.0,964.0,0.0,951.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
38,0,15.0,0,0.0,492.0,48.0,20.0,401.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
39,0,20.0,0,554.0,195.0,0.0,2606.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
40,1,30.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
41,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
42,0,45.0,0,0.0,164.0,45.0,2511.0,855.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
43,1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
44,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
45,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
46,0,21.0,0,970.0,0.0,180.0,0.0,64.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
47,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
48,0,35.0,0,790.0,0.0,0.0,36.142857142857146,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
49,0,56.0,0,0.0,112.0,0.0,1379.0,127.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
50,0,35.285714285714285,0,4.0,0.0,2.0,4683.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
51,0,25.0,0,0.0,0.0,1938.0,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
52,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
53,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
54,0,27.0,0,279.0,605.0,3374.0,286.0,3.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
55,1,36.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
56,0,22.0,0,45.0,1096.0,148.0,1377.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
57,0,62.0,0,0.0,592.0,0.0,17.0,25.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
58,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
59,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
60,0,62.0,0,1.0,153.0,197.0,0.0,460.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
61,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
62,0,18.0,0,1.0,258.0,446.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
63,0,21.0,0,1946.0,37.0,0.0,0.0,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
64,0,23.571428571428573,0,793.0,0.0,2.0,253.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
65,0,42.0,0,887.0,0.0,9.0,6.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
66,0,19.0,0,190.0,0.0,5.0,1.0,726.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
67,0,17.0,0,16.0,2165.0,0.0,0.0,52.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
68,0,14.0,0,0.0,1.0,0.0,0.0,1063.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
69,0,37.0,0,46.0,83.0,738.0,0.0,12.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
70,0,42.0,0,1.0,8397.0,0.0,0.0,506.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
71,0,27.0,0,147.0,0.0,1018.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
72,0,28.0,0,14.0,0.0,1295.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
73,0,38.0,0,0.0,5840.0,0.0,321.0,9654.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
74,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
75,0,42.0,0,7406.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
76,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
77,0,8.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
78,0,24.0,0,688.0,0.0,0.0,0.0,17.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
79,1,40.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
80,0,43.0,0,211.0,0.0,0.0,638.0,513.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
81,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
82,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
83,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
84,0,27.0,0,1.0,697.0,31.0,188.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
85,0,19.0,0,0.0,0.0,670.0,1.0,34.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
86,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
87,1,3.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
88,0,54.0,0,0.0,1208.0,0.0,3.0,637.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
89,0,26.0,0,0.0,856.0,5.0,32.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
90,0,26.0,0,0.0,2811.0,957.0,0.0,87.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
91,0,23.0,0,311.0,427.0,526.0,37.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
92,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
93,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
94,0,18.0,0,0.0,0.0,0.0,830.0,91.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
95,0,24.0,0,0.0,0.0,0.0,0.0,17.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
96,1,9.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
97,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
98,0,27.0,0,0.0,0.0,570.0,2.0,131.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
99,0,21.0,0,1743.0,5.0,17.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
100,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
101,0,31.0,0,562.0,0.0,326.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
102,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
103,0,32.0,0,0.0,410.0,6.0,3929.0,764.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
104,0,40.0,0,0.0,331.0,0.0,0.0,1687.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
105,0,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
106,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
107,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
108,0,48.0,1,0.0,2537.0,87.0,17.0,13.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
109,0,64.0,0,0.0,0.0,804.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
110,0,27.0,0,82.0,157.0,429.0,238.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
111,0,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
112,0,33.0,0,1.0,2223.0,0.0,12.0,404.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
113,0,39.0,0,0.0,2344.0,0.0,65.0,6898.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
114,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
115,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
116,0,29.0,0,0.0,0.0,0.0,699.0,74.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
117,0,18.0,0,55.0,597.0,49.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
118,1,67.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
119,0,35.0,0,701.0,0.0,296.0,0.0,25.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
120,0,61.0,1,2353.0,334.0,9.0,316.0,2.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
121,0,45.0,0,2103.0,6.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
122,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
123,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
124,0,36.0,0,2738.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
125,0,19.0,0,0.0,14.0,730.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
126,0,47.0,0,97.0,418.0,126.0,25.0,55.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
127,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
128,0,34.0,0,0.0,22.0,0.0,564.0,207.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
129,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
130,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
131,0,26.0,0,440.0,0.0,0.0,0.0,462.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
132,0,31.0,0,143.14285714285714,0.0,97.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
133,0,20.0,0,0.0,420.0,210.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
134,0,56.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
135,1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
136,0,42.0,0,1072.0,0.0,10.0,0.0,76.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
137,1,28.142857142857142,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
138,1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
139,0,41.0,0,0.0,0.0,0.0,0.0,607.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
140,0,22.0,0,4119.0,0.0,0.0,0.0,61.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
141,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
142,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
143,0,57.0,0,50.0,1688.0,0.0,1083.7142857142858,135.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
144,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
145,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
146,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
147,0,27.0,0,1365.0,0.0,48.0,22.0,137.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
148,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
149,0,24.0,0,0.0,0.0,0.0,221.0,567.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
150,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
151,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
152,0,58.0,0,0.0,985.0,0.0,5.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
153,0,21.0,0,287.0,0.0,16.0,115.0,175.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
154,0,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
155,0,38.0,0,3414.0,0.0,161.0,28.0,119.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
156,0,19.0,0,1.0,219.0,673.0,2.0,11.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
157,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
